shot_name,filename,speed_mph,vla_deg,hla_deg,total_spin_rpm,spin_axis_deg,backspin_rpm,sidespin_rpm,carry_yd,total_yd,rollout_yd,apex_ft,hang_time_s,landing_speed_mps,landing_angle_deg,initial_re,initial_spin_ratio,initial_cd,initial_cl,peak_cl,carry_only_yd
shot_7i_26,shot_7i_26.json,107.15,14.31,-2.94,4648.0,7.59,4607.2,614.2,150.1,160.6,10.5,61.5,4.84,23.95,44.50,131135.0,0.216789,0.232684,0.274543,0.301241,150.1
shot_7i_27,shot_7i_27.json,103.35,14.05,-1.80,5084.7,13.65,4941.0,1200.1,142.4,150.9,8.5,54.8,4.63,23.58,41.78,126483.6,0.245879,0.232271,0.305239,0.305239,142.4
shot_7i_28,shot_7i_28.json,98.45,15.21,-3.44,3446.7,6.38,3425.3,383.1,129.3,132.5,3.2,38.7,3.84,26.00,28.94,120486.2,0.174967,0.205688,0.202745,0.205183,129.3
shot_7i_29,shot_7i_29.json,110.04,12.92,-0.51,3297.2,8.98,3256.8,514.5,148.3,150.3,2.0,39.3,4.02,27.27,26.07,134669.3,0.149752,0.214419,0.187194,0.188309,148.3
shot_8i_22,shot_8i_22.json,100.79,15.59,-5.47,3498.0,3.50,3491.5,213.3,136.9,141.4,4.5,43.1,4.06,26.06,30.69,123345.0,0.173457,0.204530,0.201602,0.204176,136.9
shot_8i_23,shot_8i_23.json,109.67,18.21,-0.03,3711.3,5.17,3696.2,334.5,160.4,170.2,9.8,66.5,4.88,26.06,40.14,134210.0,0.169134,0.210697,0.195688,0.202022,160.4
shot_8i_24,shot_8i_24.json,106.67,18.22,0.20,5796.8,8.85,5727.9,891.6,146.5,154.9,8.4,66.8,4.91,23.33,45.64,130546.8,0.271592,0.243945,0.265792,0.265792,146.5
shot_8i_25,shot_8i_25.json,96.96,18.53,-2.03,4809.3,4.30,4795.8,360.2,131.3,140.7,9.4,63.4,4.68,23.35,47.00,118666.2,0.247881,0.227537,0.307626,0.307626,131.3
shot_9i_19,shot_9i_19.json,101.23,20.48,-2.39,4282.2,5.84,4259.9,435.9,139.6,155.2,15.6,78.3,5.03,24.23,51.38,123888.5,0.211410,0.221753,0.268771,0.307346,139.6
shot_9i_20,shot_9i_20.json,98.52,20.39,1.42,4377.3,10.38,4305.7,788.4,133.5,148.8,15.4,73.8,4.89,23.80,50.69,120566.4,0.222058,0.226147,0.289940,0.308703,133.5
shot_9i_21,shot_9i_21.json,90.13,20.73,0.61,6342.4,5.08,6317.5,561.6,115.1,118.1,2.9,48.9,4.20,21.87,38.85,110304.8,0.351680,0.248776,0.227575,0.276471,115.1
shot_driver_42,shot_driver_42.json,136.11,8.71,-3.00,2154.9,-0.59,2154.8,-22.3,192.0,193.0,1.0,38.3,4.24,32.30,21.05,166577.1,0.079122,0.209647,0.151765,0.153625,192.0
shot_driver_43,shot_driver_43.json,133.20,5.82,-6.58,2130.0,-19.69,2005.5,-717.5,159.3,216.9,57.6,20.4,3.32,35.12,13.55,163012.9,0.079917,0.208359,0.162419,0.163570,159.3
shot_driver_44,shot_driver_44.json,123.96,12.67,1.29,3764.6,2.20,3761.8,144.7,185.7,191.8,6.1,57.2,4.93,27.17,31.93,151701.5,0.151782,0.224171,0.189832,0.192391,185.7
shot_driver_45,shot_driver_45.json,128.90,5.14,-5.25,1634.8,2.91,1632.7,83.0,134.5,197.4,62.9,13.6,2.73,37.16,10.25,157754.0,0.063384,0.203888,0.145736,0.146328,134.5
shot_driver_46,shot_driver_46.json,134.80,10.70,-2.42,3349.5,-6.46,3328.2,-376.8,205.0,210.5,5.5,56.8,5.05,28.61,29.53,164970.4,0.124183,0.225197,0.178276,0.181362,205.0
shot_driver_47,shot_driver_47.json,137.20,7.11,-4.32,2596.0,-12.12,2538.1,-545.3,188.5,188.8,0.3,33.9,4.16,31.85,19.87,167912.6,0.094560,0.218639,0.169403,0.171693,188.5
shot_driver_48,shot_driver_48.json,123.09,15.27,-4.21,4479.8,-6.82,4448.1,-532.0,186.0,199.0,12.9,79.3,5.53,25.91,45.17,150637.4,0.181893,0.231717,0.206646,0.242226,186.0
shot_driver_49,shot_driver_49.json,123.52,18.72,3.77,5686.4,8.96,5617.1,885.3,183.1,204.7,21.6,130.1,6.62,26.54,60.86,151166.3,0.230079,0.236473,0.301359,0.308703,183.1
shot_driver_50,shot_driver_50.json,135.46,4.17,-2.23,2365.1,-6.44,2350.2,-265.3,161.8,219.1,57.3,17.2,3.31,35.30,11.93,165780.8,0.087258,0.210471,0.168645,0.169873,161.8
shot_driver_51,shot_driver_51.json,133.55,4.89,-4.48,2290.4,-10.07,2255.1,-400.7,161.0,218.2,57.3,18.8,3.34,34.92,12.79,163440.3,0.085712,0.209323,0.167385,0.168501,161.0
shot_driver_52,shot_driver_52.json,79.04,47.63,1.95,6195.9,5.95,6162.5,642.7,76.7,97.3,20.6,105.3,5.28,22.77,68.31,96735.2,0.391755,0.266248,0.239617,0.311337,76.7
shot_lw_12,shot_lw_12.json,27.92,32.89,2.39,4103.5,-0.00,4103.5,-0.0,14.7,22.6,7.9,7.4,1.36,11.46,34.88,34168.4,0.734553,0.414986,0.037365,0.037365,14.7
shot_lw_13,shot_lw_13.json,27.46,40.45,3.52,6737.5,-0.00,6737.5,-0.0,15.4,18.8,3.4,10.2,1.59,11.35,42.46,33608.8,1.226141,0.381347,0.029077,0.029077,15.4
shot_lw_14,shot_lw_14.json,16.63,48.09,13.85,4133.7,20.06,3882.9,1417.8,5.9,8.2,2.3,5.0,1.12,7.20,48.91,20349.2,1.242460,0.403097,0.000000,0.000000,5.9
shot_lw_15,shot_lw_15.json,47.74,29.72,2.34,5998.7,-0.00,5998.7,-0.0,39.4,50.1,10.7,20.3,2.37,16.64,36.75,58422.2,0.628017,0.402083,0.343866,0.343866,39.4
shot_lw_16,shot_lw_16.json,52.57,37.20,5.56,5241.1,7.60,5195.1,692.9,49.7,63.1,13.4,36.1,3.13,18.19,46.67,64333.6,0.498287,0.318465,0.365763,0.365763,49.7
shot_lw_17,shot_lw_17.json,55.36,37.35,7.30,5902.8,9.87,5815.5,1011.5,55.1,66.3,11.2,41.2,3.38,18.91,47.04,67751.0,0.532884,0.282565,0.363114,0.363114,55.1
shot_lw_18,shot_lw_18.json,52.33,36.23,0.10,5373.7,13.17,5232.3,1224.3,49.1,60.3,11.2,34.1,3.05,18.02,45.21,64037.2,0.513251,0.321211,0.357346,0.357346,49.1
shot_pw_1,shot_pw_1.json,48.44,29.04,5.59,4593.3,2.52,4588.9,201.9,42.1,57.3,15.2,21.0,2.45,17.17,36.08,59285.4,0.473884,0.346085,0.373531,0.373531,42.1
shot_pw_10,shot_pw_10.json,83.58,25.18,1.37,5520.0,9.92,5437.5,950.8,105.5,111.5,6.1,54.4,4.24,21.79,44.76,102281.8,0.330092,0.240118,0.229842,0.276109,105.5
shot_pw_11,shot_pw_11.json,76.63,21.19,2.89,5232.4,-5.55,5207.9,-505.6,88.4,90.0,1.6,34.2,3.43,21.37,34.36,93778.5,0.341264,0.249901,0.233311,0.277199,88.4
shot_pw_2,shot_pw_2.json,57.80,26.75,2.79,4564.0,2.10,4560.9,167.5,59.7,78.8,19.1,28.4,2.98,19.19,37.77,70731.2,0.394660,0.263512,0.334901,0.354667,59.7
shot_pw_3,shot_pw_3.json,69.78,29.37,8.09,6334.5,8.08,6271.6,890.6,76.6,91.0,14.4,46.3,3.78,19.52,45.27,85400.1,0.453673,0.292441,0.281602,0.323124,76.6
shot_pw_4,shot_pw_4.json,68.60,29.11,3.83,6801.1,6.75,6753.9,799.5,73.1,86.2,13.1,43.2,3.63,19.15,44.28,83955.6,0.495471,0.307034,0.283902,0.315874,73.1
shot_pw_5,shot_pw_5.json,77.39,28.89,4.54,6293.5,7.31,6242.3,801.2,92.2,98.4,6.3,57.0,4.28,20.52,48.53,94713.1,0.406417,0.263666,0.251542,0.317566,92.2
shot_pw_6,shot_pw_6.json,76.27,28.17,3.68,5434.0,9.06,5366.3,855.3,94.1,100.6,6.5,53.7,4.15,21.39,46.53,93337.1,0.356088,0.234654,0.241889,0.300777,94.1
shot_pw_7,shot_pw_7.json,79.68,28.14,4.44,5839.6,9.11,5765.9,924.9,97.6,105.3,7.7,57.6,4.32,21.05,48.30,97507.9,0.366300,0.251770,0.235005,0.303357,97.6
shot_pw_8,shot_pw_8.json,76.43,28.21,1.55,5023.9,4.70,5007.0,411.9,93.5,101.1,7.6,53.7,4.10,21.52,47.05,93540.4,0.328501,0.235806,0.238671,0.287429,93.5
shot_pw_9,shot_pw_9.json,86.42,24.09,0.20,5479.7,3.71,5468.2,354.1,109.7,116.9,7.1,54.7,4.28,21.92,44.41,105766.5,0.316882,0.241301,0.223849,0.268195,109.7
