shot_name,filename,speed_mph,vla_deg,hla_deg,total_spin_rpm,spin_axis_deg,backspin_rpm,sidespin_rpm,carry_yd,total_yd,rollout_yd,apex_ft,hang_time_s,landing_speed_mps,landing_angle_deg,initial_re,initial_spin_ratio,initial_cd,initial_cl,peak_cl,carry_only_yd
s3_shot_driver_53,shot_driver_53.json,97.23,30.63,2.23,8925.8,5.99,8877.1,931.1,117.7,127.4,9.7,97.4,5.50,22.31,57.75,118995.0,0.458786,0.283797,0.264452,0.300780,117.7
s3_shot_driver_54,shot_driver_54.json,121.50,12.88,-5.26,3410.9,-9.97,3359.4,-590.5,178.7,183.8,5.1,53.0,4.72,27.55,30.03,148697.8,0.140300,0.219531,0.185406,0.187519,178.7
s3_shot_driver_55,shot_driver_55.json,117.48,7.48,-8.33,2150.0,-27.19,1912.4,-982.4,127.6,183.5,56.0,17.6,2.85,34.16,13.31,143773.2,0.091462,0.199494,0.168768,0.168971,127.6
s3_shot_driver_56,shot_driver_56.json,118.70,17.12,-1.80,4553.8,2.81,4548.4,222.9,175.7,192.5,16.9,88.8,5.63,25.49,50.95,145271.0,0.191729,0.231205,0.221916,0.279229,175.7
s3_shot_driver_57,shot_driver_57.json,120.93,14.10,-5.16,1544.1,-7.96,1529.2,-213.7,174.3,179.3,5.0,48.2,4.28,30.72,26.27,147990.8,0.063815,0.194500,0.138103,0.139058,174.3
s3_shot_driver_58,shot_driver_58.json,119.27,23.59,2.48,7093.4,3.26,7081.9,403.5,169.7,184.8,15.0,109.7,6.14,24.28,57.80,145965.8,0.297231,0.258654,0.216727,0.255471,169.7
s3_shot_driver_59,shot_driver_59.json,80.96,44.91,8.87,6735.0,12.36,6578.8,1442.0,82.1,97.6,15.5,103.6,5.28,22.70,66.23,99079.0,0.415764,0.273004,0.251426,0.310718,82.1
s3_shot_driver_60,shot_driver_60.json,107.39,11.67,-8.62,3268.6,-14.80,3160.1,-835.0,137.9,138.4,0.5,31.5,3.64,28.36,22.12,131422.8,0.152117,0.205821,0.189954,0.190379,137.9
s3_shot_pw_64,shot_pw_64.json,69.63,28.57,0.16,5327.2,5.10,5306.2,473.4,83.5,88.7,5.2,47.0,3.89,20.82,44.80,85210.2,0.382385,0.234175,0.268698,0.338377,83.5
s3_shot_pw_65,shot_pw_65.json,81.25,28.38,2.89,6959.4,9.38,6866.3,1134.7,99.5,105.6,6.0,62.7,4.52,20.96,48.94,99433.7,0.428086,0.269323,0.263103,0.317428,99.5
s3_shot_pw_66,shot_pw_66.json,75.71,27.32,-1.17,6605.0,3.99,6589.0,460.1,88.1,91.7,3.6,50.5,4.04,20.09,45.12,92652.6,0.436020,0.273152,0.267359,0.317564,88.1
s3_shot_pw_67,shot_pw_67.json,81.66,28.12,6.34,6509.6,12.74,6349.4,1435.1,101.3,108.3,7.1,61.9,4.51,21.11,48.97,99936.4,0.398402,0.258212,0.247532,0.317566,101.3
s3_shot_pw_68,shot_pw_68.json,88.55,23.37,-0.05,6637.4,6.04,6600.5,698.8,112.8,117.4,4.6,56.2,4.43,21.33,43.83,108370.9,0.374608,0.258004,0.232885,0.297803,112.8
s3_shot_pw_69,shot_pw_69.json,74.06,23.61,0.18,5880.4,8.45,5816.5,864.4,84.0,85.7,1.7,37.7,3.56,20.18,38.00,90634.2,0.396828,0.269425,0.244354,0.305900,84.0
s4_shot_3w_31,shot_3w_31.json,106.87,15.70,-2.35,3662.0,8.88,3618.1,565.0,150.2,155.2,5.0,50.1,4.38,26.19,32.87,130789.1,0.171252,0.210355,0.196427,0.200014,150.2
s4_shot_3w_32,shot_3w_32.json,105.45,18.52,-1.38,5714.3,2.28,5709.8,227.6,141.7,149.8,8.1,64.7,4.80,22.94,45.70,129048.7,0.270835,0.250461,0.261615,0.261615,141.7
s4_shot_3w_33,shot_3w_33.json,99.72,20.51,0.54,6997.1,1.55,6994.5,189.5,137.6,142.8,5.3,63.5,4.85,22.64,42.83,122038.2,0.350680,0.239496,0.227464,0.278865,137.6
s4_shot_3w_34,shot_3w_34.json,114.64,15.34,2.39,3501.5,12.77,3414.9,773.8,165.9,173.4,7.5,56.4,4.68,26.62,33.88,140301.3,0.152646,0.217562,0.188244,0.190495,165.9
s4_shot_3w_35,shot_3w_35.json,117.92,14.40,3.60,3735.1,13.26,3635.5,856.4,171.7,177.5,5.8,56.4,4.74,26.78,33.08,144310.5,0.158303,0.221196,0.190219,0.192587,171.7
s4_shot_5i_25,shot_5i_25.json,89.08,16.71,1.13,5261.8,6.18,5231.2,566.6,106.0,106.9,1.0,33.9,3.55,22.84,30.60,109019.3,0.295205,0.243491,0.230854,0.271368,106.0
s4_shot_5i_26,shot_5i_26.json,106.31,15.46,-3.63,4114.0,3.40,4106.7,244.1,147.4,155.9,8.5,54.8,4.55,24.74,39.49,130101.2,0.193407,0.224968,0.223134,0.250449,147.4
s4_shot_5i_27,shot_5i_27.json,84.90,6.99,5.73,2262.9,30.00,1959.8,1131.5,54.3,104.1,49.8,5.7,1.48,30.64,8.91,103903.1,0.133209,0.211751,0.197827,0.197827,54.3
s4_shot_5i_28,shot_5i_28.json,86.01,15.91,-1.64,4178.9,1.01,4178.3,73.4,100.5,104.6,4.1,35.4,3.53,22.32,35.78,105257.7,0.242831,0.249430,0.305616,0.305616,100.5
s4_shot_5i_29,shot_5i_29.json,76.23,6.14,0.67,3695.3,-0.00,3695.3,-0.0,51.2,86.2,35.1,5.1,1.59,25.92,9.17,93294.5,0.242265,0.270941,0.308682,0.308683,51.2
s4_shot_5i_30,shot_5i_30.json,96.81,18.19,0.71,6358.2,17.49,6064.2,1911.0,126.4,128.3,1.9,47.6,4.22,22.96,35.41,118483.3,0.328220,0.239016,0.225130,0.268060,126.4
s4_shot_6i_19,shot_6i_19.json,85.61,14.70,2.87,4622.8,10.94,4538.9,877.1,96.0,96.8,0.8,27.7,3.23,22.77,28.83,104776.4,0.269858,0.250298,0.277351,0.277351,96.0
s4_shot_6i_20,shot_6i_20.json,78.84,9.70,-0.74,4288.8,-0.00,4288.8,-0.0,68.5,100.3,31.7,11.2,2.20,24.35,15.36,96487.2,0.271870,0.261574,0.276332,0.285846,68.5
s4_shot_6i_21,shot_6i_21.json,91.87,17.75,0.67,5966.8,11.46,5847.9,1185.3,117.3,118.6,1.3,40.8,3.93,23.10,32.60,112434.3,0.324590,0.232345,0.224728,0.268200,117.3
s4_shot_6i_22,shot_6i_22.json,76.88,7.65,14.36,3780.1,30.00,3273.7,1890.1,54.2,88.3,34.1,6.7,1.70,25.70,11.06,94085.4,0.245740,0.268499,0.308358,0.308703,54.2
s4_shot_9i_14,shot_9i_14.json,87.13,22.10,0.34,5730.4,4.69,5711.2,468.2,108.6,113.0,4.4,48.7,4.11,21.59,40.94,106627.5,0.328706,0.251895,0.225184,0.269681,108.6
s4_shot_9i_15,shot_9i_15.json,75.35,23.70,-1.27,6790.0,2.92,6781.2,346.1,86.2,101.9,15.7,40.7,3.71,19.97,39.38,92212.3,0.450373,0.277300,0.272009,0.314452,86.2
s4_shot_9i_17,shot_9i_17.json,79.41,14.92,16.37,4369.2,30.00,3783.8,2184.6,79.5,79.6,0.1,20.8,2.73,23.10,24.47,97178.2,0.274993,0.254523,0.272906,0.280548,79.5
s4_shot_9i_18,shot_9i_18.json,74.62,23.60,2.52,6418.0,6.12,6381.4,684.4,85.0,101.6,16.5,39.3,3.65,19.97,38.77,91326.6,0.429824,0.274144,0.261453,0.314452,85.0
s4_shot_lw_38,shot_lw_38.json,47.61,37.82,6.06,5608.6,5.60,5581.8,546.9,41.3,52.4,11.1,29.4,2.78,17.09,45.18,58260.0,0.588807,0.364352,0.359933,0.359933,41.3
s4_shot_pw_1,shot_pw_1.json,69.84,20.07,-0.58,3577.0,7.98,3542.3,496.5,73.5,76.8,3.3,28.8,2.94,21.80,34.06,85474.1,0.255959,0.239780,0.343582,0.343582,73.5
s4_shot_pw_10,shot_pw_10.json,76.33,26.80,0.65,5988.6,4.90,5966.7,511.9,90.4,95.1,4.7,49.4,4.03,20.35,44.92,93415.5,0.392099,0.262301,0.244565,0.315508,90.4
s4_shot_pw_11,shot_pw_11.json,76.26,27.35,-0.63,6296.3,5.22,6270.2,573.0,90.0,94.0,4.0,51.2,4.09,20.25,45.82,93324.9,0.412650,0.266668,0.254797,0.317566,90.0
s4_shot_pw_2,shot_pw_2.json,53.25,24.98,0.23,4085.0,3.00,4079.4,213.9,48.9,68.2,19.3,20.6,2.50,18.35,33.53,65162.3,0.383432,0.289828,0.329518,0.342645,48.9
s4_shot_pw_3,shot_pw_3.json,62.81,31.15,6.57,6128.8,6.31,6091.7,673.2,65.8,79.9,14.1,40.7,3.48,19.10,44.14,76871.8,0.487637,0.301908,0.302122,0.337086,65.8
s4_shot_pw_47,shot_pw_47.json,46.66,24.60,2.26,3699.1,-0.00,3699.1,-0.0,36.8,54.7,17.9,14.6,2.06,16.98,30.73,57108.3,0.396174,0.339646,0.335698,0.346855,36.8
s4_shot_pw_48,shot_pw_48.json,46.55,25.52,3.83,4318.4,0.58,4318.2,43.5,37.2,52.9,15.7,15.6,2.12,16.78,31.25,56972.9,0.463607,0.358866,0.372870,0.373606,37.2
s4_shot_pw_49,shot_pw_49.json,60.30,22.56,3.45,4043.8,4.96,4028.7,350.0,57.1,78.6,21.5,22.5,2.62,19.39,33.17,73793.9,0.335170,0.291302,0.279107,0.303080,57.1
s4_shot_pw_6,shot_pw_6.json,68.69,26.10,1.07,4148.8,8.23,4106.0,593.9,77.1,83.0,6.0,38.4,3.40,21.04,41.10,84067.5,0.301843,0.241605,0.257527,0.305520,77.1
s4_shot_pw_7,shot_pw_7.json,76.85,25.20,3.72,6565.2,8.16,6498.7,931.8,90.6,93.3,2.7,46.6,3.96,20.22,42.43,94049.7,0.426955,0.269427,0.262492,0.317566,90.6
s5_shot_3w_35,shot_3w_35.json,107.01,10.72,9.52,3700.4,15.50,3565.9,988.7,133.3,133.2,-0.0,28.1,3.50,28.35,20.69,130963.7,0.172817,0.210794,0.197243,0.198182,133.3
s5_shot_3w_36,shot_3w_36.json,128.27,9.51,-2.92,2613.7,-6.77,2595.5,-308.1,177.1,178.0,0.9,37.2,4.12,30.79,21.80,156983.5,0.101834,0.214824,0.162752,0.164295,177.1
s5_shot_3w_37,shot_3w_37.json,100.89,23.65,6.42,7893.3,7.23,7830.5,993.3,136.4,143.8,7.5,77.9,5.25,22.30,49.48,123474.3,0.390995,0.254023,0.227316,0.295772,136.4
s5_shot_3w_38,shot_3w_38.json,130.05,7.89,-0.57,1997.4,1.80,1996.4,62.6,170.6,170.5,-0.1,28.9,3.74,33.10,17.70,159152.2,0.076763,0.206121,0.154282,0.155381,170.6
s5_shot_3w_39,shot_3w_39.json,129.89,11.95,-1.78,2965.3,-0.82,2965.0,-42.3,196.6,202.1,5.5,56.6,4.93,28.57,29.75,158965.7,0.114091,0.220233,0.173148,0.175763,196.6
s5_shot_3w_40,shot_3w_40.json,116.24,14.11,0.83,3909.1,0.36,3909.0,24.4,168.3,174.2,5.9,54.6,4.69,26.40,33.35,142251.6,0.168078,0.222562,0.193403,0.197482,168.3
s5_shot_3w_41,shot_3w_41.json,126.56,7.88,-0.02,2418.3,5.93,2405.4,249.7,168.4,168.3,-0.1,29.3,3.81,32.05,18.28,154884.0,0.095497,0.206394,0.169245,0.170138,168.4
s5_shot_6i_30,shot_6i_30.json,96.45,10.09,-3.53,1644.0,5.10,1637.5,146.1,96.3,150.6,54.2,15.8,2.49,30.78,14.63,118037.7,0.085187,0.187597,0.159222,0.159222,96.3
s5_shot_6i_31,shot_6i_31.json,97.89,9.42,-3.68,3752.0,4.52,3740.4,295.5,109.6,108.6,-0.9,19.7,3.00,27.52,17.80,119805.0,0.191549,0.216915,0.223816,0.224950,109.6
s5_shot_6i_32,shot_6i_32.json,90.17,9.74,-1.26,4135.2,7.98,4095.1,573.9,97.7,97.6,-0.2,19.6,3.00,24.08,22.06,110349.1,0.229200,0.248774,0.288330,0.293027,97.7
s5_shot_6i_33,shot_6i_33.json,105.71,11.72,-1.36,3776.1,10.99,3706.9,720.0,136.3,136.8,0.5,32.3,3.71,27.31,23.26,129364.9,0.178534,0.212046,0.202288,0.204818,136.3
